RECIPIENT NAME,RECIPIENT CITY NAME,RECIPIENT COUNTY CODE,RECIPIENT COUNTY NAME,RECIPIENT STATE CODE,RECIPIENT ZIP CODE,TYPE OF RECIPIENT,TYPE OF ACTION,RECIPIENT CONGRESSIONAL DISTRICT,FEDERAL AGENCY/ORGANIZATIONAL UNIT CODE,FEDERAL FUNDING AMOUNT,NON-FEDERAL FUNDING AMOUNT,TOTAL FUNDING AMOUNT,OBLIGATION ACTION DATE,STARTING DATE,ENDING DATE,TYPE OF ASSISTANCE TRANSACTION,RECORD TYPE,CORRECTION/LATE INDICATOR,FISCAL YEAR AND QUARTER CORRECTION,PRINCIPAL PLACE OF PERFORMANCE: STATE,PRINCIPAL PLACE OF PERFORMANCE: COUNTY OR CITY,CFDA PROGRAM TITLE,FEDERAL AGENCY NAME,STATE NAME FOR RECIPIENT,PROJECT DESCRIPTION
SOUTHWESTERN OHIO COUNCIL FOR,DAYTON,113,MONTGOMERY COUNTY,OHIO,454204015,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",6000,0,6000,06/02/2010,01/27/2009,04/27/2015,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,"THE RECIPIENT SHALL PERFORM A COORDINATED RESEARCH AND DEVELOPMENT PROGRAM CARRIED OUT IN ACCORDANCE WITH THE STATEMENT OF WORK ENTITLED COOPERATIVE
12.800,SAI NOT AVAILABLE,SOUTHWESTERN OHIO COUNCIL FOR,21000,DAYTON,113,MONTGOMERY COUNTY,OHIO,454204015,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),FA86500925800   0047,"",12622,"",0,"",12622,05/03/2010,01/27/2009,04/27/2015,cooperative agreement  (B),action-by-action reporting,"","",3921000,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),OHIO,THE RECIPIENT SHALL PERFORM A COORDINATED RESEARCH AND DEVELOPMENT PROGRAM CARRIED OUT IN ACCORDANCE WITH THE STATEMENT OF WORK ENTITLED COOPERATIVE
12.800,SAI NOT AVAILABLE,SOUTHWESTERN OHIO COUNCIL FOR,21000,DAYTON,113,MONTGOMERY COUNTY,OHIO,454204015,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),FA86500925800   0048,"",20000,"",0,"",20000,05/07/2010,01/27/2009,04/27/2015,cooperative agreement  (B),action-by-action reporting,"","",3921000,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),OHIO,THE RECIPIENT SHALL PERFORM A COORDINATED RESEARCH AND DEVELOPMENT PROGRAM CARRIED OUT IN ACCORDANCE WITH THE STATEMENT OF WORK ENTITLED COOPERATIVE
12.800,SAI NOT AVAILABLE,SOUTHWESTERN OHIO COUNCIL FOR,21000,DAYTON,113,MONTGOMERY COUNTY,OHIO,454204015,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),FA86500925800   0045,"",53000,"",0,"",53000,04/22/2010,01/27/2009,04/27/2015,cooperative agreement  (B),action-by-action reporting,"","",3921000,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),OHIO,THE RECIPIENT SHALL PERFORM A COORDINATED RESEARCH AND DEVELOPMENT PROGRAM CARRIED OUT IN ACCORDANCE WITH THE STATEMENT OF WORK ENTITLED COOPERATIVE
12.800,SAI NOT AVAILABLE,SOUTHWESTERN OHIO COUNCIL FOR,21000,DAYTON,113,MONTGOMERY COUNTY,OHIO,454204015,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),FA86500925800   0050,"",24500,"",0,"",24500,06/29/2010,01/27/2009,04/27/2015,cooperative agreement  (B),action-by-action reporting,"","",3921000,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),OHIO,THE RECIPIENT SHALL PERFORM A COORDINATED RESEARCH AND DEVELOPMENT PROGRAM CARRIED OUT IN ACCORDANCE WITH THE STATEMENT OF WORK ENTITLED COOPERATIVE
12.800,SAI NOT AVAILABLE,SOUTHWESTERN OHIO COUNCIL FOR,21000,DAYTON,113,MONTGOMERY COUNTY,OHIO,454204015,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),FA86500925800   0046,"",9547,"",0,"",9547,04/27/2010,01/27/2009,04/27/2015,cooperative agreement  (B),action-by-action reporting,"","",3921000,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),OHIO,THE RECIPIENT SHALL PERFORM A COORDINATED RESEARCH AND DEVELOPMENT PROGRAM CARRIED OUT IN ACCORDANCE WITH THE STATEMENT OF WORK ENTITLED COOPERATIVE
12.800,SAI NOT AVAILABLE,SOUTHWESTERN OHIO COUNCIL FOR,21000,DAYTON,113,MONTGOMERY COUNTY,OHIO,454204015,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),FA86500925800   0044,"",35000,"",0,"",35000,04/02/2010,01/27/2009,04/27/2015,cooperative agreement  (B),action-by-action reporting,"","",3921000,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),OHIO,THE RECIPIENT SHALL PERFORM A COORDINATED RESEARCH AND DEVELOPMENT PROGRAM CARRIED OUT IN ACCORDANCE WITH THE STATEMENT OF WORK ENTITLED COOPERATIVE
12.800,SAI NOT AVAILABLE,THE WRIGHT BROTHERS INSTITUTE,21000,DAYTON,113,MONTGOMERY COUNTY,OHIO,454311263,Private: all other,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),FA86500839028   0014,"",425000,"",0,"",425000,06/22/2010,01/18/2008,01/17/2013,other reimbursable, contingent, intangible, or indirect financial assistance,action-by-action reporting,"","",3921000,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),OHIO,INNOVATION AND COLLABORATION RAPID PROTOTYPING ENVIRONMENT"
THE WRIGHT BROTHERS INSTITUTE,DAYTON,113,MONTGOMERY COUNTY,OHIO,454311263,Private: all other,revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",0,121412,121412,06/29/2010,10/25/2006,12/25/2011,"other reimbursable, contingent, intangible, or indirect financial assistance",action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,NANOMATERIALS COMMERCIALIZATION CENTER
THE WRIGHT BROTHERS INSTITUTE,DAYTON,113,MONTGOMERY COUNTY,OHIO,454311263,Private: all other,revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",100000,188000,288000,06/11/2010,05/04/2005,06/30/2010,"other reimbursable, contingent, intangible, or indirect financial assistance",action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,TECHNOLOGY TRANSFER FOR AFRL WRIGHT SITE TECHNICAL DIRECTORATES  57 3600 (AFM RDT&E)
UNIVERSAL MATHEMATICS,DAYTON,113,MONTGOMERY COUNTY,OHIO,454181331,Private: small business,revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",113500,0,113500,04/15/2010,03/10/2005,11/30/2010,project grant  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,A SHEAF-THEORETIC/BAYESIAN APPROACH FOR SHAPE REPRESENTATION
UNIVERSITY OF DAYTON,DAYTON,113,MONTGOMERY COUNTY,OHIO,454690001,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",1890000,0,1890000,04/28/2010,04/28/2010,12/11/2015,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,FUELS AND COMBUSTION TECHNOLOGIES FOR AEROSPACE PROPULSION
UNIVERSITY OF DAYTON,DAYTON,113,MONTGOMERY COUNTY,OHIO,454690001,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",597801,0,597801,06/03/2010,06/03/2010,12/11/2015,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,FUELS AND COMBUSTION TECHNOLOGIES FOR AEROSPACE PROPULSION
UNIVERSITY OF DAYTON,DAYTON,113,MONTGOMERY COUNTY,OHIO,454690001,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",600000,0,600000,06/14/2010,06/14/2010,12/11/2015,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,FUELS AND COMBUSTION TECHNOLOGIES FOR AEROSPACE PROPULSION
UNIVERSITY OF DAYTON,DAYTON,113,MONTGOMERY COUNTY,OHIO,454690001,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",235000,0,235000,04/16/2010,04/16/2010,12/11/2015,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,FUELS AND COMBUSTION TECHNOLOGIES FOR AEROSPACE PROPULSION
UNIVERSITY OF DAYTON,DAYTON,113,MONTGOMERY COUNTY,OHIO,454690001,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",560000,0,560000,04/01/2010,04/01/2010,12/11/2015,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,FUELS AND COMBUSTION TECHNOLOGIES FOR AEROSPACE PROPULSION
WRIGHT STATE UNIVERSITY,DAYTON,113,MONTGOMERY COUNTY,OHIO,454350002,Government codes: State controlled institutions of higher education,new assistance action,90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",110000,0,110000,04/13/2010,04/12/2010,04/12/2011,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,TAS::57 3600::TAS   RESEARCH AND ANALYTIC SUPPORT FOR THE CULTURE AND COGNITION LABORATORY IN ACCORDANCE WITH STATEMENT OF WORK DATED 25 FEB 2010.
WRIGHT STATE UNIVERSITY,DAYTON,113,MONTGOMERY COUNTY,OHIO,454350002,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",90000,0,90000,04/07/2010,09/12/2007,09/12/2012,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,JOINT WSU/AFRL CENTER FOR ADVANCED POWER AND ENERGY CONVERSION RESEARCH (CAPEC)
WRIGHT STATE UNIVERSITY,DAYTON,113,MONTGOMERY COUNTY,OHIO,454350002,Government codes: State controlled institutions of higher education,new assistance action,90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",119712,0,119712,06/21/2010,08/01/2010,07/31/2013,project grant  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,"TAS::57 3600::TAS SEMI-SUPERVISED DISCRIMINATIVE STRUCTURED PREDICTION DATED 24 MAY 2010; THE RESEARCH TERMS AND CONDITIONS, 1 JULY 2008"
WRIGHT STATE UNIVERSITY,DAYTON,113,MONTGOMERY COUNTY,OHIO,454350002,Government codes: State controlled institutions of higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",100000,0,100000,06/07/2010,06/12/2009,03/09/2014,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,ACADEMIC PIPELINE AND LAYERED SENSING FUTURES LABORATORY AS STATED IN ATTACHMENT 1
WRIGHT STATE UNIVERSITY,DAYTON,113,MONTGOMERY COUNTY,OHIO,454350002,Private: private higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",20000,0,20000,04/28/2010,09/12/2007,09/12/2012,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,JOINT WSU/AFRL CENTER FOR ADVANCED POWER AND ENERGY CONVERSION RESEARCH (CAPEC)
WRIGHT STATE UNIVERSITY,DAYTON,113,MONTGOMERY COUNTY,OHIO,454350002,Government codes: State controlled institutions of higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",100000,0,100000,04/26/2010,06/12/2009,03/09/2014,cooperative agreement  (B),action-by-action reporting,NA,NA,OHIO,DAYTON,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,ACADEMIC PIPELINE AND LAYERED SENSING FUTURES LABORATORY AS STATED IN ATTACHMENT 1
KENT STATE UNIVERSITY FOUNDATI,KENT,133,PORTAGE COUNTY,OHIO,442420001,Government codes: State controlled institutions of higher education,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",150000,0,150000,06/25/2010,05/01/2009,04/30/2014,project grant  (B),action-by-action reporting,NA,NA,OHIO,KENT,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OHIO,TAS::57 3600::TAS  NOVEL ORGANO-SOLUBLE OPTICALLY TUNABLE CHIRAL HYBRID GOLD NANORODS.
OREGON STATE UNIVERSITY,CORVALLIS,003,BENTON COUNTY,OREGON,973318507,Government codes: State controlled institutions of higher education,new assistance action,90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",73968,0,73968,06/21/2010,07/01/2010,02/28/2013,project grant  (B),action-by-action reporting,NA,NA,OREGON,CORVALLIS,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",OREGON,"TAS::57 3600::TAS SUPPORTING THE HUMAN MODELERS IN LARGE SCALE COGNITIVE MODELING DATED 14 DEC 09; THE RESEARCH TERMS AND CONDITIONS, 1 JULY 2008"
CARNEGIE MELLON UNIVERSITY,PITTSBURGH,003,ALLEGHENY COUNTY,PENNSYLVANIA,152133815,Private: private higher education,new assistance action,90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",108456,0,108456,06/11/2010,06/15/2010,06/14/2013,project grant  (B),action-by-action reporting,NA,NA,PENNSYLVANIA,PITTSBURGH,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,"TAS::57 3600::TAS GLOBAL BEHAVIOR IN LARGE SCALE SYSTEMS DATED 15 OCT 2009; THE RESEARCH TERMS AND CONDITIONS, 1 JULY 2008"
CARNEGIE MELLON UNIVERSITY,PITTSBURGH,003,ALLEGHENY COUNTY,PENNSYLVANIA,152133815,Private: private higher education,new assistance action,90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",274999,0,274999,04/30/2010,05/01/2010,04/30/2013,project grant  (B),action-by-action reporting,NA,NA,PENNSYLVANIA,PITTSBURGH,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,"TAS::57 3600::TAS  PROGNOSIS OF LONG-TERM LOAD-BEARING CAPABILITY IN AEROSPACE STRUCTURES - QUANTIFICATON OF MICROSTRUCTURALLY SHORT CRACK GROWTH"""
CARNEGIE MELLON UNIVERSITY,PITTSBURGH,003,ALLEGHENY COUNTY,PENNSYLVANIA,152133815,Government codes: State controlled institutions of higher education,new assistance action,90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",142042,0,142042,04/01/2010,04/15/2010,04/14/2013,project grant  (B),action-by-action reporting,NA,NA,PENNSYLVANIA,PITTSBURGH,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,"TAS: : 57 3600 : : TAS  (YIP-10) QUANTUM MECHANICS-DRIVEN PREDICTION OF NANOSTRUCTURE THERMAL CONDUCTIVITY, 16 JULY 2009"""
PITTSBURGH GATEWAYS CORPORATIO,PITTSBURGH,003,ALLEGHENY COUNTY,PENNSYLVANIA,152013032,Private: all other,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",468471,0,468471,06/22/2010,05/27/2009,05/27/2015,"other reimbursable, contingent, intangible, or indirect financial assistance",action-by-action reporting,NA,NA,PENNSYLVANIA,PITTSBURGH,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,TAS: :97 0400: :TAS          FIRSTLINK CORE EFFORT
PITTSBURGH GATEWAYS CORPORATIO,PITTSBURGH,003,ALLEGHENY COUNTY,PENNSYLVANIA,152013032,Private: all other,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",53000,0,53000,06/04/2010,05/27/2009,05/27/2015,"other reimbursable, contingent, intangible, or indirect financial assistance",action-by-action reporting,NA,NA,PENNSYLVANIA,PITTSBURGH,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,TAS: :97 0400: :TAS           FIRSTLINK CORE EFFORT
PITTSBURGH GATEWAYS CORPORATIO,PITTSBURGH,003,ALLEGHENY COUNTY,PENNSYLVANIA,152013032,Private: all other,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",1708529,0,1708529,04/28/2010,05/27/2009,05/27/2015,"other reimbursable, contingent, intangible, or indirect financial assistance",action-by-action reporting,NA,NA,PENNSYLVANIA,PITTSBURGH,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,TAS: :97 0400: :TAS         FIRSTLINK CORE EFFORT
"OPTICAL SYSTEMS TECHNOLOGY, IN",FREEPORT,005,ARMSTRONG COUNTY,PENNSYLVANIA,162291724,Private: small business,continuation (funding in succeeding budget period which stemmed from prior agreement to fund - amount of the current action),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",2888000,443200,3331200,05/11/2010,09/19/2008,10/26/2011,cooperative agreement  (B),action-by-action reporting,NA,NA,PENNSYLVANIA,FREEPORT,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,MILITARY LENS FABRICATION AND ASSEMBLY
CONCURRENT TECHNOLOGIES CORPOR,JOHNSTOWN,021,CAMBRIA COUNTY,PENNSYLVANIA,159041935,Nonprofit agencies: other nonprofit,revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding),90,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",149970,0,149970,06/21/2010,10/31/2006,08/30/2010,"other reimbursable, contingent, intangible, or indirect financial assistance",action-by-action reporting,NA,NA,PENNSYLVANIA,JOHNSTOWN,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,TAS: :57 3600: :TAS             T2 BRIDGE
FOUNDATION OF THE INTERNATIONA,STATE COLLEGE,027,CENTRE COUNTY,PENNSYLVANIA,168022320,Private: all other,revision (any change in Federal Government's financial obligation or contingent liability in existing assistance transaction - amount of the <u>change</u> in funding),05,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",5000,0,5000,04/22/2010,10/07/2009,11/02/2010,project grant  (B),action-by-action reporting,NA,NA,PENNSYLVANIA,STATE COLLEGE,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,"AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF)",PENNSYLVANIA,"TAS::57 3600::TAS  EIGHTH INTERNATIONAL SYMPOSIUM ON SPECIAL TOPICS IN CHEMICAL PROPULSION (8-ISICP): ADVANCEMENTS IN ENERGETIC MATERIALS & CHEMICAL
12.800,SAI NOT AVAILABLE,PENNSYLVANIA STATE UNIVERSITY,,73808,STATE COLLEGE,027,CENTRE COUNTY,PENNSYLVANIA,168021505,Government codes: State controlled institutions of higher education,new assistance action,05,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),FA95501010328,"",5000,"",0,"",5000,06/22/2010,07/01/2010,06/30/2011,project grant  (B),action-by-action reporting,"","",4273808,PENNSYLVANIA,STATE COLLEGE,AIR FORCE DEFENSE RESEARCH SCIENCES PROGRAM,AIR FORCE-AIR FORCE, DEPARTMENT OF THE (HEADQUARTERS, USAF),PENNSYLVANIA,TAS::57 3600::TAS  21ST INTERNATIONAL CONFERENCE ON ADAPTIVE STRUCTURES AND TECHNOLOGIES (ICAST)"""
